date,RETX.T.30,vwretx.T.30,ewretx.T.30,sprtrn.T.30,Spread.T.30,Volatility.T.30,Change in volume.T.30,RETX.T.2,vwretx.T.2,ewretx.T.2,sprtrn.T.2,Spread.T.2,Volatility.T.2,Change in volume.T.2,RETX.T.1,vwretx.T.1,ewretx.T.1,sprtrn.T.1,Spread.T.1,Volatility.T.1,Change in volume.T.1,Movement.T.0
20091113,0.002458,0.015995,0.015665,0.014875,0.52,-0.00161,0.827396932,0.004587,0.005482,0.005813,0.005032,0.3,0.00276,0.856185164,0.006393,-0.011837,-0.014165,-0.010259,0.19,0.00341,1.24586331,1
20091116,0.007357,0.014533,0.01338,0.013705,0.3,-0.00178,1.078556232,0.006393,-0.011837,-0.014165,-0.010259,0.19,0.00341,1.24586331,0.013612,0.006807,0.007858,0.005739,0.41,0.00369,1.015093281,1
20091117,0.001461,0.002708,0.00231,0.002712,0.48,-0.00131,1.122067428,0.013612,0.006807,0.007858,0.005739,0.41,0.00369,1.015093281,0.021934,0.015459,0.016677,0.014468,0.59,0.00449,1.352201518,0
20091118,0.011181,0.009677,0.009247,0.00747,0.47,-0.00111,1.115618901,0.021934,0.015459,0.016677,0.014468,0.59,0.00449,1.352201518,-0.001314,0.001118,-0.001859,0.000919,0.2,0.00451,0.782918281,0
20091119,-0.002885,0.005225,0.006551,0.005641,0.37,-0.00111,0.854542833,-0.001314,0.001118,-0.001859,0.000919,0.2,0.00451,0.782918281,0,-0.001159,-0.001495,-0.000468,0.28,0.00463,0.56817314,0
20091120,-0.000964,0.003891,0.000513,0.004386,0.32,-0.00092,0.813542508,0,-0.001159,-0.001495,-0.000468,0.28,0.00463,0.56817314,-0.017982,-0.014042,-0.01478,-0.013426,0.48,0.00395,1.19035374,0
20091123,0.00917,-0.00201,-0.000771,-0.002788,0.33,-0.00048,0.860014925,-0.017982,-0.014042,-0.01478,-0.013426,0.48,0.00395,1.19035374,-0.002233,-0.004071,-0.00149,-0.003215,0.21,0.00405,1.384147364,1
20091124,0.013391,0.017727,0.014018,0.017546,0.38,-0.00071,1.481749535,-0.002233,-0.004071,-0.00149,-0.003215,0.21,0.00405,1.384147364,0.011638,0.01292,0.010613,0.013616,0.27,0.0041,0.929009321,0
20091125,0.006135,0.002398,0.000114,0.004157,0.33,-0.00019,0.735788489,0.011638,0.01292,0.010613,0.013616,0.27,0.0041,0.929009321,-0.020354,-0.001353,-0.002342,-0.000533,0.61,0.003,1.067656988,1
20091127,0.022983,-0.008158,-0.006072,-0.008098,0.85,0.00075,2.139624901,-0.020354,-0.001353,-0.002342,-0.000533,0.61,0.003,1.067656988,0.020777,0.005702,0.003603,0.004504,0.52,0.00335,0.995084694,0
20091130,0.027969,0.009975,0.007863,0.009405,0.62,0.00074,0.794730631,0.020777,0.005702,0.003603,0.004504,0.52,0.00335,0.995084694,-0.022566,-0.018767,-0.016937,-0.017233,0.3,0.00282,0.523568723,0
20091201,-0.010259,-0.007981,-0.009151,-0.006239,0.44,0.00105,0.696461125,-0.022566,-0.018767,-0.016937,-0.017233,0.3,0.00282,0.523568723,-0.000453,0.003835,0.002409,0.003793,0.35,0.002,2.081626403,1
20091202,-0.00721,-0.008456,-0.007087,-0.008854,0.4,0.00013,0.870014501,-0.000453,0.003835,0.002409,0.003793,0.35,0.002,2.081626403,0.016304,0.013961,0.012471,0.012075,0.49,0.00182,1.08480474,1
20091203,0.007263,0.010052,0.00695,0.010644,0.43,0.00021,0.865952173,0.016304,0.013961,0.012471,0.012075,0.49,0.00182,1.08480474,0.009804,0.002242,0.005799,0.000343,0.34,0.00207,0.742270627,0
20091204,-0.006309,-0.012736,-0.013179,-0.012179,0.52,-0.00016,1.166734022,0.009804,0.002242,0.005799,0.000343,0.34,0.00207,0.742270627,-0.000883,-0.008847,-0.006883,-0.008402,0.31,0.00215,1.061504263,1
20091207,-0.002721,-0.013181,-0.012992,-0.011717,0.53,-0.00029,0.893669752,-0.000883,-0.008847,-0.006883,-0.008402,0.31,0.00215,1.061504263,0.008392,0.005353,0.011062,0.005509,0.45,0.00181,1.239556486,0
20091208,-0.005457,-0.006297,-0.010174,-0.003318,0.43,-0.00018,1.016663381,0.008392,0.005353,0.011062,0.005509,0.45,0.00181,1.239556486,-0.015331,-0.00161,0.001938,-0.002468,0.54,0.00178,0.865658875,0
20091209,-0.026063,-0.02402,-0.030507,-0.019541,0.63,0.00054,1.064864077,-0.015331,-0.00161,0.001938,-0.002468,0.54,0.00178,0.865658875,-0.025356,-0.010693,-0.007994,-0.010252,0.47,0.00138,1.156360838,1
20091210,0.007042,0.023721,0.020269,0.02252,0.27,0.00043,1.053905457,-0.025356,-0.010693,-0.007994,-0.010252,0.47,0.00138,1.156360838,0.001826,0.003407,0.002074,0.003672,0.4,0.00132,1.021376905,1
20091211,-0.016317,-0.028021,-0.023906,-0.028065,0.56,0.00024,1.152432638,0.001826,0.003407,0.002074,0.003672,0.4,0.00132,1.021376905,0.029157,0.005218,-0.001239,0.00584,0.44,0.00169,1.221053318,1
20091214,-0.000474,0.005053,-0.001091,0.006456,0.42,0.00027,0.752966496,0.029157,0.005218,-0.001239,0.00584,0.44,0.00169,1.221053318,0.008411,0.002976,0.004861,0.003683,0.37,0.00176,0.767855101,1
20091215,-0.009483,0.005721,0.009361,0.002426,0.41,0.00037,0.740179773,0.008411,0.002976,0.004861,0.003683,0.37,0.00176,0.767855101,0.023266,0.008388,0.009792,0.006959,0.53,0.00261,1.206907439,0
20091216,0.000479,0.000567,-0.002537,0.001043,0.55,0.00104,1.565994531,0.023266,0.008388,0.009792,0.006959,0.53,0.00261,1.206907439,-0.006349,-0.00464,-0.004327,-0.005547,0.4,0.00263,0.764634651,0
20091217,0.020096,0.019278,0.020203,0.019236,0.41,0.00124,0.681858568,-0.006349,-0.00464,-0.004327,-0.005547,0.4,0.00263,0.764634651,-0.001813,0.003257,0.004849,0.001128,0.38,0.00248,1.216705099,0
20091218,0.00469,0.001448,-0.000677,0.002503,0.47,0.00201,1.041054538,-0.001813,0.003257,0.004849,0.001128,0.38,0.00248,1.216705099,-0.010381,-0.012602,-0.010388,-0.011811,0.42,0.00207,1.198093514,1
20091221,0.019141,0.023073,0.01561,0.022239,0.37,0.00188,0.988327175,-0.010381,-0.012602,-0.010388,-0.011811,0.42,0.00207,1.198093514,0.063811,0.006017,0.004816,0.00583,0.76,0.00231,2.448516112,1
20091222,-0.001374,-0.000885,-0.006625,-0.000064,0.28,0.00212,1.003500143,0.063811,0.006017,0.004816,0.00583,0.76,0.00231,2.448516112,0.003698,0.009706,0.009236,0.010504,0.35,0.00197,0.305644672,1
20091223,0.004587,0.005482,0.005813,0.005032,0.3,0.00276,0.856185164,0.003698,0.009706,0.009236,0.010504,0.35,0.00197,0.305644672,0.001228,0.004464,0.005508,0.003564,0.39,0.00157,0.885550532,1
20091224,0.006393,-0.011837,-0.014165,-0.010259,0.19,0.00341,1.24586331,0.001228,0.004464,0.005508,0.003564,0.39,0.00157,0.885550532,0.011038,0.004474,0.008398,0.002299,0.39,0.00169,0.808694501,1
20091228,0.013612,0.006807,0.007858,0.005739,0.41,0.00369,1.015093281,0.011038,0.004474,0.008398,0.002299,0.39,0.00169,0.808694501,0.008896,0.005128,0.005212,0.005256,0.29,0.00189,0.405001184,1
20091229,0.021934,0.015459,0.016677,0.014468,0.59,0.00449,1.352201518,0.008896,0.005128,0.005212,0.005256,0.29,0.00189,0.405001184,0.000802,0.000886,-0.000222,0.001154,0.27,0.00203,2.041902159,1
20091230,-0.001314,0.001118,-0.001859,0.000919,0.2,0.00451,0.782918281,0.000802,0.000886,-0.000222,0.001154,0.27,0.00203,2.041902159,0.001602,-0.001166,0.001206,-0.001401,0.2,0.0016,1.017698136,0
20091231,0,-0.001159,-0.001495,-0.000468,0.28,0.00463,0.56817314,0.001602,-0.001166,0.001206,-0.001401,0.2,0.0016,1.017698136,-0.003199,-0.00075,0.000454,0.000195,0.35,0.00092,1.152503392,0
20100104,-0.017982,-0.014042,-0.01478,-0.013426,0.48,0.00395,1.19035374,-0.003199,-0.00075,0.000454,0.000195,0.35,0.00092,1.152503392,-0.016045,-0.008697,-0.002666,-0.01005,0.47,0.00023,0.947189834,1
20100105,-0.002233,-0.004071,-0.00149,-0.003215,0.21,0.00405,1.384147364,-0.016045,-0.008697,-0.002666,-0.01005,0.47,0.00023,0.947189834,0.013045,0.017045,0.019077,0.016043,0.53,0.00028,1.513286713,0
20100106,0.011638,0.01292,0.010613,0.013616,0.27,0.0041,0.929009321,0.013045,0.017045,0.019077,0.016043,0.53,0.00028,1.513286713,-0.001207,0.003362,0.002451,0.003116,0.5,0.00087,1.069194359,0
20100107,-0.020354,-0.001353,-0.002342,-0.000533,0.61,0.003,1.067656988,-0.001207,0.003362,0.002451,0.003116,0.5,0.00087,1.069194359,-0.014504,0.001769,0.00318,0.000546,0.54,0.00034,0.857023319,0
20100108,0.020777,0.005702,0.003603,0.004504,0.52,0.00335,0.995084694,-0.014504,0.001769,0.00318,0.000546,0.54,0.00034,0.857023319,-0.003271,0.002821,0.006834,0.004001,0.53,0.0002,1.239211504,1
20100111,-0.022566,-0.018767,-0.016937,-0.017233,0.3,0.00282,0.523568723,-0.003271,0.002821,0.006834,0.004001,0.53,0.0002,1.239211504,0.012305,0.004161,0.007224,0.002882,0.5,0.00158,0.773318857,1
20100112,-0.000453,0.003835,0.002409,0.003793,0.35,0.002,2.081626403,0.012305,0.004161,0.007224,0.002882,0.5,0.00158,0.773318857,0.000405,0.001122,0.003547,0.001747,0.43,0.0012,0.807320039,0
20100113,0.016304,0.013961,0.012471,0.012075,0.49,0.00182,1.08480474,0.000405,0.001122,0.003547,0.001747,0.43,0.0012,0.807320039,-0.005265,-0.011004,-0.010224,-0.009381,0.3,0.00131,1.385071607,1
20100114,0.009804,0.002242,0.005799,0.000343,0.34,0.00207,0.742270627,-0.005265,-0.011004,-0.010224,-0.009381,0.3,0.00131,1.385071607,0.009772,0.008537,0.008648,0.008326,0.44,0.00143,0.945872539,1
20100115,-0.000883,-0.008847,-0.006883,-0.008402,0.31,0.00215,1.061504263,0.009772,0.008537,0.008648,0.008326,0.44,0.00143,0.945872539,0.021774,0.002293,0.004398,0.002427,0.53,0.00129,1.792468305,0
20100119,0.008392,0.005353,0.011062,0.005509,0.45,0.00181,1.239556486,0.021774,0.002293,0.004398,0.002427,0.53,0.00129,1.792468305,-0.003946,-0.011348,-0.008675,-0.010823,0.65,0.00079,0.946801994,1
20100120,-0.015331,-0.00161,0.001938,-0.002468,0.54,0.00178,0.865658875,-0.003946,-0.011348,-0.008675,-0.010823,0.65,0.00079,0.946801994,0.003566,0.012048,0.011274,0.0125,0.38,0.00084,0.53740897,0
20100121,-0.025356,-0.010693,-0.007994,-0.010252,0.47,0.00138,1.156360838,0.003566,0.012048,0.011274,0.0125,0.38,0.00084,0.53740897,-0.010659,-0.011172,-0.00915,-0.010598,0.62,0.00082,1.758231919,0
20100122,0.001826,0.003407,0.002074,0.003672,0.4,0.00132,1.021376905,-0.010659,-0.011172,-0.00915,-0.010598,0.62,0.00082,1.758231919,-0.009178,-0.017764,-0.014217,-0.018945,0.95,0.00069,1.045128105,0
20100125,0.029157,0.005218,-0.001239,0.00584,0.44,0.00169,1.221053318,-0.009178,-0.017764,-0.014217,-0.018945,0.95,0.00069,1.045128105,-0.027386,-0.02103,-0.014439,-0.022141,0.94,0.00021,0.807512687,0
20100126,0.008411,0.002976,0.004861,0.003683,0.37,0.00176,0.767855101,-0.027386,-0.02103,-0.014439,-0.022141,0.94,0.00021,0.807512687,-0.004969,0.003884,0.000966,0.004598,0.45,-0.00002,0.782358649,0
20100127,0.023266,0.008388,0.009792,0.006959,0.53,0.00261,1.206907439,-0.004969,0.003884,0.000966,0.004598,0.45,-0.00002,0.782358649,-0.006242,-0.004917,-0.006019,-0.004203,0.43,-0.00047,1.089920845,0
20100128,-0.006349,-0.00464,-0.004327,-0.005547,0.4,0.00263,0.764634651,-0.006242,-0.004917,-0.006019,-0.004203,0.43,-0.00047,1.089920845,-0.000837,0.004051,0.001787,0.00488,0.51,-0.00065,1.00395292,0
20100129,-0.001813,0.003257,0.004849,0.001128,0.38,0.00248,1.216705099,-0.000837,0.004051,0.001787,0.00488,0.51,-0.00065,1.00395292,-0.016345,-0.011402,-0.008945,-0.011818,0.89,-0.00201,1.430595671,0
20100201,-0.010381,-0.012602,-0.010388,-0.011811,0.42,0.00207,1.198093514,-0.016345,-0.011402,-0.008945,-0.011818,0.89,-0.00201,1.430595671,-0.017469,-0.010306,-0.008227,-0.009829,0.85,-0.00294,1.20936635,1
20100202,0.063811,0.006017,0.004816,0.00583,0.76,0.00231,2.448516112,-0.017469,-0.010306,-0.008227,-0.009829,0.85,-0.00294,1.20936635,0.006938,0.015068,0.011288,0.014266,0.52,-0.00281,0.593608586,1
20100203,0.003698,0.009706,0.009236,0.010504,0.35,0.00197,0.305644672,0.006938,0.015068,0.011288,0.014266,0.52,-0.00281,0.593608586,0.023256,0.012222,0.008635,0.012973,0.61,-0.00193,1.084140722,0
20100204,0.001228,0.004464,0.005508,0.003564,0.39,0.00157,0.885550532,0.023256,0.012222,0.008635,0.012973,0.61,-0.00193,1.084140722,-0.000421,-0.005246,-0.003951,-0.005474,0.32,-0.00238,0.719616615,0
20100205,0.011038,0.004474,0.008398,0.002299,0.39,0.00169,0.808694501,-0.000421,-0.005246,-0.003951,-0.005474,0.32,-0.00238,0.719616615,-0.026947,-0.032011,-0.028184,-0.031141,0.68,-0.00316,1.437610033,1
20100208,0.008896,0.005128,0.005212,0.005256,0.29,0.00189,0.405001184,-0.026947,-0.032011,-0.028184,-0.031141,0.68,-0.00316,1.437610033,0.019039,0.00265,0.000434,0.002897,0.6,-0.00281,1.379994032,0
20100209,0.000802,0.000886,-0.000222,0.001154,0.27,0.00203,2.041902159,0.019039,0.00265,0.000434,0.002897,0.6,-0.00281,1.379994032,-0.018259,-0.008449,-0.005379,-0.008863,0.55,-0.00378,0.717350248,1
20100210,0.001602,-0.001166,0.001206,-0.001401,0.2,0.0016,1.017698136,-0.018259,-0.008449,-0.005379,-0.008863,0.55,-0.00378,0.717350248,0.016868,0.013855,0.011833,0.01304,0.47,-0.00403,1.03524322,0
20100211,-0.003199,-0.00075,0.000454,0.000195,0.35,0.00092,1.152503392,0.016868,0.013855,0.011833,0.01304,0.47,-0.00403,1.03524322,-0.017014,-0.001749,-0.000331,-0.002233,0.69,-0.00479,1.176272309,1
20100212,-0.016045,-0.008697,-0.002666,-0.01005,0.47,0.00023,0.947189834,-0.017014,-0.001749,-0.000331,-0.002233,0.69,-0.00479,1.176272309,0.010385,0.011989,0.01272,0.00968,0.69,-0.00438,0.702657694,1
20100216,0.013045,0.017045,0.019077,0.016043,0.53,0.00028,1.513286713,0.010385,0.011989,0.01272,0.00968,0.69,-0.00438,0.702657694,0.00257,-0.000794,0.003092,-0.002745,0.53,-0.00396,1.194175559,1
20100217,-0.001207,0.003362,0.002451,0.003116,0.5,0.00087,1.069194359,0.00257,-0.000794,0.003092,-0.002745,0.53,-0.00396,1.194175559,0.017087,0.017863,0.014414,0.018001,0.41,-0.00324,0.642257474,1
20100218,-0.014504,0.001769,0.00318,0.000546,0.54,0.00034,0.857023319,0.017087,0.017863,0.014414,0.018001,0.41,-0.00324,0.642257474,0.01554,0.004487,0.004903,0.004238,0.34,-0.00318,1.21003209,1
20100219,-0.003271,0.002821,0.006834,0.004001,0.53,0.0002,1.239211504,0.01554,0.004487,0.004903,0.004238,0.34,-0.00318,1.21003209,0.014061,0.006111,0.004324,0.006585,0.51,-0.00275,1.210766655,0
20100222,0.012305,0.004161,0.007224,0.002882,0.5,0.00158,0.773318857,0.014061,0.006111,0.004324,0.006585,0.51,-0.00275,1.210766655,-0.008157,0.002338,0.001937,0.002187,0.36,-0.00245,0.819133027,1
20100223,0.000405,0.001122,0.003547,0.001747,0.43,0.0012,0.807320039,-0.008157,0.002338,0.001937,0.002187,0.36,-0.00245,0.819133027,0.020148,-0.001151,0.001978,-0.001046,0.54,-0.00205,1.43023943,0
20100224,-0.005265,-0.011004,-0.010224,-0.009381,0.3,0.00131,1.385071607,0.020148,-0.001151,0.001978,-0.001046,0.54,-0.00205,1.43023943,-0.013301,-0.013075,-0.00845,-0.012103,0.51,-0.00304,0.676889078,1
20100225,0.009772,0.008537,0.008648,0.008326,0.44,0.00143,0.945872539,-0.013301,-0.013075,-0.00845,-0.012103,0.51,-0.00304,0.676889078,0.011846,0.008372,0.005264,0.00972,0.37,-0.00285,0.978185911,1
20100226,0.021774,0.002293,0.004398,0.002427,0.53,0.00129,1.792468305,0.011846,0.008372,0.005264,0.00972,0.37,-0.00285,0.978185911,0.004037,-0.000912,-0.001062,-0.002081,0.69,-0.00229,1.187656823,0
20100301,-0.003946,-0.011348,-0.008675,-0.010823,0.65,0.00079,0.946801994,0.004037,-0.000912,-0.001062,-0.002081,0.69,-0.00229,1.187656823,-0.008846,0.001811,0.001587,0.001405,0.42,-0.00293,0.722056246,1
20100302,0.003566,0.012048,0.011274,0.0125,0.38,0.00084,0.53740897,-0.008846,0.001811,0.001587,0.001405,0.42,-0.00293,0.722056246,0.003651,0.011937,0.0129,0.010159,0.37,-0.00302,0.973572754,0
20100303,-0.010659,-0.011172,-0.00915,-0.010598,0.62,0.00082,1.758231919,0.003651,0.011937,0.0129,0.010159,0.37,-0.00302,0.973572754,-0.006467,0.004404,0.007818,0.00233,0.43,-0.003,1.149440015,0
20100304,-0.009178,-0.017764,-0.014217,-0.018945,0.95,0.00069,1.045128105,-0.006467,0.004404,0.007818,0.00233,0.43,-0.003,1.149440015,-0.003255,0.001471,0.002778,0.000429,0.29,-0.00303,0.880926987,1
20100305,-0.027386,-0.02103,-0.014439,-0.022141,0.94,0.00021,0.807512687,-0.003255,0.001471,0.002778,0.000429,0.29,-0.00303,0.880926987,0.010612,0.003048,0.004598,0.003736,0.58,-0.00265,1.008301403,1
20100308,-0.004969,0.003884,0.000966,0.004598,0.45,-0.00002,0.782358649,0.010612,0.003048,0.004598,0.003736,0.58,-0.00265,1.008301403,0.007674,0.014447,0.015161,0.014008,0.16,-0.00205,0.923801598,0
20100309,-0.006242,-0.004917,-0.006019,-0.004203,0.43,-0.00047,1.089920845,0.007674,0.014447,0.015161,0.014008,0.16,-0.00205,0.923801598,-0.01002,0.000588,0.003733,-0.000176,0.29,-0.00132,0.879225022,1
20100310,-0.000837,0.004051,0.001787,0.00488,0.51,-0.00065,1.00395292,-0.01002,0.000588,0.003733,-0.000176,0.29,-0.00132,0.879225022,0.007287,0.001623,0.002425,0.001713,0.54,-0.00066,1.286165487,0
20100311,-0.016345,-0.011402,-0.008945,-0.011818,0.89,-0.00201,1.430595671,0.007287,0.001623,0.002425,0.001713,0.54,-0.00066,1.286165487,-0.000402,0.004928,0.006166,0.004525,0.34,-0.00048,1.05842983,1
20100312,-0.017469,-0.010306,-0.008227,-0.009829,0.85,-0.00294,1.20936635,-0.000402,0.004928,0.006166,0.004525,0.34,-0.00048,1.05842983,0.010856,0.003634,0.002816,0.004042,0.45,0.00003,1.04654629,0
20100315,0.006938,0.015068,0.011288,0.014266,0.52,-0.00281,0.593608586,0.010856,0.003634,0.002816,0.004042,0.45,0.00003,1.04654629,-0.00358,0.00073,0.000584,-0.000217,0.46,0.0008,1.458634159,1
20100316,0.023256,0.012222,0.008635,0.012973,0.61,-0.00193,1.084140722,-0.00358,0.00073,0.000584,-0.000217,0.46,0.0008,1.458634159,0.009182,-0.00071,-0.003222,0.000452,0.5,0.00213,0.62414562,0
20100317,-0.000421,-0.005246,-0.003951,-0.005474,0.32,-0.00238,0.719616615,0.009182,-0.00071,-0.003222,0.000452,0.5,0.00213,0.62414562,-0.002769,0.008725,0.007143,0.007779,0.51,0.0021,1.156553,1
20100318,-0.026947,-0.032011,-0.028184,-0.031141,0.68,-0.00316,1.437610033,-0.002769,0.008725,0.007143,0.007779,0.51,0.0021,1.156553,0.010313,0.005576,0.004619,0.005822,0.56,0.00182,1.189180278,0
20100319,0.019039,0.00265,0.000434,0.002897,0.6,-0.00281,1.379994032,0.010313,0.005576,0.004619,0.005822,0.56,0.00182,1.189180278,-0.003534,-0.002045,-0.00272,-0.000326,0.33,0.00175,0.962917312,0
20100322,-0.018259,-0.008449,-0.005379,-0.008863,0.55,-0.00378,0.717350248,-0.003534,-0.002045,-0.00272,-0.000326,0.33,0.00175,0.962917312,-0.007486,-0.006924,-0.008016,-0.005087,0.78,0.00199,1.570672725,1
20100323,0.016868,0.013855,0.011833,0.01304,0.47,-0.00403,1.03524322,-0.007486,-0.006924,-0.008016,-0.005087,0.78,0.00199,1.570672725,0.014688,0.005827,0.006227,0.005095,0.54,0.00219,0.560572846,1
20100324,-0.017014,-0.001749,-0.000331,-0.002233,0.69,-0.00479,1.176272309,0.014688,0.005827,0.006227,0.005095,0.54,0.00219,0.560572846,0.016823,0.007585,0.00839,0.007171,0.46,0.00321,1.005463777,0
20100325,0.010385,0.011989,0.01272,0.00968,0.69,-0.00438,0.702657694,0.016823,0.007585,0.00839,0.007171,0.46,0.00321,1.005463777,-0.00885,-0.006634,-0.00521,-0.005493,0.3,0.00287,1.130505258,1
20100326,0.00257,-0.000794,0.003092,-0.002745,0.53,-0.00396,1.194175559,-0.00885,-0.006634,-0.00521,-0.005493,0.3,0.00287,1.130505258,0.01087,-0.002496,-0.003563,-0.001704,0.53,0.00356,1.872108668,0
20100329,0.017087,0.017863,0.014414,0.018001,0.41,-0.00324,0.642257474,0.01087,-0.002496,-0.003563,-0.001704,0.53,0.00356,1.872108668,-0.013441,0.000641,0.000841,0.000738,0.63,0.00313,1.071694892,0
20100330,0.01554,0.004487,0.004903,0.004238,0.34,-0.00318,1.21003209,-0.013441,0.000641,0.000841,0.000738,0.63,0.00313,1.071694892,-0.004671,0.006588,0.005471,0.005683,0.44,0.00261,0.494288581,0
20100331,0.014061,0.006111,0.004324,0.006585,0.51,-0.00275,1.210766655,-0.004671,0.006588,0.005471,0.005683,0.44,0.00261,0.494288581,-0.001173,0.000338,0.00155,0.000043,0.36,0.00252,1.028856684,1
20100401,-0.008157,0.002338,0.001937,0.002187,0.36,-0.00245,0.819133027,-0.001173,0.000338,0.00155,0.000043,0.36,0.00252,1.028856684,0.006656,-0.002807,-0.002986,-0.003273,0.49,0.00269,0.911672671,0
20100405,0.020148,-0.001151,0.001978,-0.001046,0.54,-0.00205,1.43023943,0.006656,-0.002807,-0.002986,-0.003273,0.49,0.00269,0.911672671,-0.009724,0.008532,0.00687,0.007414,0.75,0.00172,0.978445091,1
20100406,-0.013301,-0.013075,-0.00845,-0.012103,0.51,-0.00304,0.676889078,-0.009724,0.008532,0.00687,0.007414,0.75,0.00172,0.978445091,0.004713,0.009517,0.013117,0.007928,0.39,0.00193,0.730247752,1
20100407,0.011846,0.008372,0.005264,0.00972,0.37,-0.00285,0.978185911,0.004713,0.009517,0.013117,0.007928,0.39,0.00193,0.730247752,0.009773,0.0021,0.005208,0.001684,0.64,0.00223,1.38768893,1
20100408,0.004037,-0.000912,-0.001062,-0.002081,0.69,-0.00229,1.187656823,0.009773,0.0021,0.005208,0.001684,0.64,0.00223,1.38768893,0.003097,-0.005646,-0.000997,-0.005877,0.24,0.00287,1.107496477,0
20100409,-0.008846,0.001811,0.001587,0.001405,0.42,-0.00293,0.722056246,0.003097,-0.005646,-0.000997,-0.005877,0.24,0.00287,1.107496477,-0.003088,0.002807,0.002641,0.003374,0.37,0.00262,0.947055418,1
20100412,0.003651,0.011937,0.0129,0.010159,0.37,-0.00302,0.973572754,-0.003088,0.002807,0.002641,0.003374,0.37,0.00262,0.947055418,0.011614,0.00669,0.005814,0.006684,0.49,0.00248,0.696114874,1
20100413,-0.006467,0.004404,0.007818,0.00233,0.43,-0.003,1.149440015,0.011614,0.00669,0.005814,0.006684,0.49,0.00248,0.696114874,0.002679,0.001767,0.003844,0.001767,0.43,0.00308,1.258592666,1
20100414,-0.003255,0.001471,0.002778,0.000429,0.29,-0.00303,0.880926987,0.002679,0.001767,0.003844,0.001767,0.43,0.00308,1.258592666,0.005725,0.000627,0.001328,0.000685,0.63,0.00332,1.369802446,1
20100415,0.010612,0.003048,0.004598,0.003736,0.58,-0.00265,1.008301403,0.005725,0.000627,0.001328,0.000685,0.63,0.00332,1.369802446,0.001233,0.012284,0.014916,0.01115,0.3,0.00366,0.823726475,0
20100416,0.007674,0.014447,0.015161,0.014008,0.16,-0.00205,0.923801598,0.001233,0.012284,0.014916,0.01115,0.3,0.00366,0.823726475,-0.006917,0.000088,0.002731,0.000843,0.25,0.00355,0.853125473,0
20100419,-0.01002,0.000588,0.003733,-0.000176,0.29,-0.00132,0.879225022,-0.006917,0.000088,0.002731,0.000843,0.25,0.00355,0.853125473,-0.009542,-0.016104,-0.010972,-0.016127,0.46,0.00298,1.773775621,1
20100420,0.007287,0.001623,0.002425,0.001713,0.54,-0.00066,1.286165487,-0.009542,-0.016104,-0.010972,-0.016127,0.46,0.00298,1.773775621,0.009249,0.002254,-0.002906,0.004521,0.43,0.00313,0.640432145,0
20100421,-0.000402,0.004928,0.006166,0.004525,0.34,-0.00048,1.05842983,0.009249,0.002254,-0.002906,0.004521,0.43,0.00313,0.640432145,-0.001527,0.009756,0.011934,0.008058,0.39,0.0032,0.875257782,1
20100422,0.010856,0.003634,0.002816,0.004042,0.45,0.00003,1.04654629,-0.001527,0.009756,0.011934,0.008058,0.39,0.0032,0.875257782,0.005354,-0.000569,0.002809,-0.001019,0.35,0.00304,1.023916192,0
20100423,-0.00358,0.00073,0.000584,-0.000217,0.46,0.0008,1.458634159,0.005354,-0.000569,0.002809,-0.001019,0.35,0.00304,1.023916192,-0.001902,0.003547,0.007493,0.002264,0.45,0.00306,1.123870396,1
20100426,0.009182,-0.00071,-0.003222,0.000452,0.5,0.00213,0.62414562,-0.001902,0.003547,0.007493,0.002264,0.45,0.00306,1.123870396,0.009242,0.007441,0.010043,0.007124,0.36,0.00301,1.010186423,0
20100427,-0.002769,0.008725,0.007143,0.007779,0.51,0.0021,1.156553,0.009242,0.007441,0.010043,0.007124,0.36,0.00301,1.010186423,-0.000472,-0.003213,0.002673,-0.004296,0.36,0.00306,0.729286269,0
20100428,0.010313,0.005576,0.004619,0.005822,0.56,0.00182,1.189180278,-0.000472,-0.003213,0.002673,-0.004296,0.36,0.00306,0.729286269,-0.018512,-0.023846,-0.018856,-0.023382,0.62,0.00212,1.308411598,0
20100429,-0.003534,-0.002045,-0.00272,-0.000326,0.33,0.00175,0.962917312,-0.018512,-0.023846,-0.018856,-0.023382,0.62,0.00212,1.308411598,-0.004619,0.005032,0.001416,0.006463,0.33,0.00214,1.210192893,1
20100430,-0.007486,-0.006924,-0.008016,-0.005087,0.78,0.00199,1.570672725,-0.004619,0.005032,0.001416,0.006463,0.33,0.00214,1.210192893,0.004254,0.013527,0.013094,0.012943,0.43,0.0018,0.585533589,0
20100503,0.014688,0.005827,0.006227,0.005095,0.54,0.00219,0.560572846,0.004254,0.013527,0.013094,0.012943,0.43,0.0018,0.585533589,-0.003947,-0.016849,-0.015082,-0.016648,0.41,0.00161,1.389990357,1
20100504,0.016823,0.007585,0.00839,0.007171,0.46,0.00321,1.005463777,-0.003947,-0.016849,-0.015082,-0.016648,0.41,0.00161,1.389990357,0.005509,0.012828,0.011279,0.013121,0.44,0.00203,0.749513088,0
20100505,-0.00885,-0.006634,-0.00521,-0.005493,0.3,0.00287,1.130505258,0.005509,0.012828,0.011279,0.013121,0.44,0.00203,0.749513088,-0.039985,-0.02536,-0.023975,-0.023838,0.96,0.00074,2.494358215,0
